id,window,forward_repeat_number,reverse_repeat_number,telomeric_repeat
group1,48750000,2,1,TTAGGG
group1,48760000,0,4,TTAGGG
group1,48770000,2,4,TTAGGG
group1,48780000,4,0,TTAGGG
group1,48790000,0,0,TTAGGG
group1,48800000,2,4,TTAGGG
group1,48810000,1,5,TTAGGG
group1,48820000,3,1,TTAGGG
group1,48830000,2,1,TTAGGG
group1,48840000,2,0,TTAGGG
group1,48850000,1,3,TTAGGG
group1,48860000,3,1,TTAGGG
group1,48870000,4,1,TTAGGG
group1,48880000,3,0,TTAGGG
group1,48890000,4,1,TTAGGG
group1,48900000,2,5,TTAGGG
group1,48910000,1,0,TTAGGG
group1,48920000,0,1,TTAGGG
group1,48930000,1,1,TTAGGG
group1,48940000,1,0,TTAGGG
group1,48950000,1,0,TTAGGG
group1,48960000,3,0,TTAGGG
group1,48970000,1,0,TTAGGG
group1,48980000,3,0,TTAGGG
group1,48990000,2,2,TTAGGG
group1,49000000,1,0,TTAGGG
group1,49010000,2,0,TTAGGG
group1,49020000,2,0,TTAGGG
group1,49030000,2,1,TTAGGG
group1,49040000,2,3,TTAGGG
group1,49050000,3,1,TTAGGG
group1,49060000,2,3,TTAGGG
group1,49070000,5,3,TTAGGG
group1,49080000,1,0,TTAGGG
group1,49090000,2,0,TTAGGG
group1,49100000,3,2,TTAGGG
group1,49110000,3,4,TTAGGG
group1,49120000,3,1,TTAGGG
group1,49130000,1,1,TTAGGG
group1,49140000,4,2,TTAGGG
group1,49150000,1,1,TTAGGG
group1,49160000,1,0,TTAGGG
group1,49170000,0,0,TTAGGG
group1,49180000,0,0,TTAGGG
group1,49190000,2,4,TTAGGG
group1,49200000,0,0,TTAGGG
group1,49210000,0,2,TTAGGG
group1,49220000,0,0,TTAGGG
group1,49230000,0,0,TTAGGG
group1,49240000,0,2,TTAGGG
group1,49250000,1,0,TTAGGG
group1,49260000,4,1,TTAGGG
group1,49270000,0,1,TTAGGG
group1,49280000,1,1,TTAGGG
group1,49290000,0,0,TTAGGG
group1,49300000,1,1,TTAGGG
group1,49310000,0,0,TTAGGG
group1,49320000,0,3,TTAGGG
group1,49330000,1,1,TTAGGG
group1,49340000,1,0,TTAGGG
group1,49350000,2,2,TTAGGG
group1,49360000,0,0,TTAGGG
group1,49370000,1,2,TTAGGG
group1,49380000,1,1,TTAGGG
group1,49390000,1,5,TTAGGG
group1,49400000,0,1,TTAGGG
group1,49410000,2,1,TTAGGG
group1,49420000,1,1,TTAGGG
group1,49430000,2,1,TTAGGG
group1,49440000,2,1,TTAGGG
group1,49450000,0,0,TTAGGG
group1,49460000,0,1,TTAGGG
group1,49470000,0,0,TTAGGG
group1,49480000,0,2,TTAGGG
group1,49490000,2,0,TTAGGG
group1,49500000,1,1,TTAGGG
group1,49510000,0,0,TTAGGG
group1,49520000,0,0,TTAGGG
group1,49530000,0,2,TTAGGG
group1,49540000,2,2,TTAGGG
group1,49550000,2,0,TTAGGG
group1,49560000,2,3,TTAGGG
group1,49570000,3,0,TTAGGG
group1,49580000,1,2,TTAGGG
group1,49590000,2,0,TTAGGG
group1,49600000,0,4,TTAGGG
group1,49610000,3,1,TTAGGG
group1,49620000,0,0,TTAGGG
group1,49630000,0,0,TTAGGG
group1,49640000,1,0,TTAGGG
group1,49650000,0,0,TTAGGG
group1,49660000,0,0,TTAGGG
group1,49670000,0,0,TTAGGG
group1,49680000,0,6,TTAGGG
group1,49690000,3,2,TTAGGG
group1,49700000,1,1,TTAGGG
group1,49710000,0,0,TTAGGG
group1,49720000,3,2,TTAGGG
group1,49730000,3,2,TTAGGG
group1,49740000,0,0,TTAGGG
group1,49750000,0,2,TTAGGG
group1,49760000,8,1,TTAGGG
group1,49770000,0,0,TTAGGG
group1,49780000,2,5,TTAGGG
group1,49790000,2,0,TTAGGG
group1,49800000,5,2,TTAGGG
group1,49810000,0,3,TTAGGG
group1,49820000,4,0,TTAGGG
group1,49830000,0,0,TTAGGG
group1,49840000,1,2,TTAGGG
group1,49850000,0,3,TTAGGG
group1,49860000,3,1,TTAGGG
group1,49870000,1,1,TTAGGG
group1,49880000,2,1,TTAGGG
group1,49890000,3,2,TTAGGG
group1,49900000,1,2,TTAGGG
group1,49910000,4,2,TTAGGG
group1,49920000,2,2,TTAGGG
group1,49930000,3,2,TTAGGG
group1,49940000,1,1,TTAGGG
group1,49950000,3,3,TTAGGG
group1,49960000,3,1,TTAGGG
group1,49970000,2,5,TTAGGG
group1,49980000,2,4,TTAGGG
group1,49990000,4,5,TTAGGG
group1,50000000,2,6,TTAGGG
group1,50010000,3,5,TTAGGG
group1,50020000,0,2,TTAGGG
group1,50030000,1,0,TTAGGG
group1,50040000,5,3,TTAGGG
group1,50050000,5,2,TTAGGG
group1,50060000,2,3,TTAGGG
group1,50070000,4,4,TTAGGG
group1,50080000,1,2,TTAGGG
group1,50090000,4,2,TTAGGG
group1,50100000,3,2,TTAGGG
group1,50110000,4,2,TTAGGG
group1,50120000,2,4,TTAGGG
group1,50130000,1,2,TTAGGG
group1,50140000,1,1,TTAGGG
group1,50150000,0,0,TTAGGG
group1,50160000,1,2,TTAGGG
group1,50170000,1,2,TTAGGG
group1,50180000,0,0,TTAGGG
group1,50190000,0,0,TTAGGG
group1,50200000,1,4,TTAGGG
group1,50210000,3,0,TTAGGG
group1,50220000,0,0,TTAGGG
group1,50230000,1,1,TTAGGG
group1,50240000,2,1,TTAGGG
group1,50250000,1,1,TTAGGG
group1,50260000,3,1,TTAGGG
group1,50270000,2,0,TTAGGG
group1,50280000,0,0,TTAGGG
group1,50290000,0,0,TTAGGG
group1,50300000,2,2,TTAGGG
group1,50310000,4,0,TTAGGG
group1,50320000,1,1,TTAGGG
group1,50330000,2,1,TTAGGG
group1,50340000,3,0,TTAGGG
group1,50350000,0,0,TTAGGG
group1,50360000,4,1,TTAGGG
group1,50370000,1,0,TTAGGG
group1,50380000,1,0,TTAGGG
group1,50390000,0,1,TTAGGG
group1,50400000,3,0,TTAGGG
group1,50410000,0,6,TTAGGG
group1,50420000,7,0,TTAGGG
group1,50430000,1,3,TTAGGG
group1,50440000,4,3,TTAGGG
group1,50450000,2,2,TTAGGG
group1,50460000,0,3,TTAGGG
group1,50470000,6,0,TTAGGG
group1,50480000,0,2,TTAGGG
group1,50490000,2,2,TTAGGG
group1,50500000,0,3,TTAGGG
group1,50510000,0,0,TTAGGG
group1,50520000,5,0,TTAGGG
group1,50530000,3,0,TTAGGG
group1,50540000,1,1,TTAGGG
group1,50550000,0,1,TTAGGG
group1,50560000,1,2,TTAGGG
group1,50570000,1,1,TTAGGG
group1,50580000,0,3,TTAGGG
group1,50590000,2,0,TTAGGG
group1,50600000,0,1,TTAGGG
group1,50610000,0,3,TTAGGG
group1,50620000,1,2,TTAGGG
group1,50630000,0,3,TTAGGG
group1,50640000,0,0,TTAGGG
group1,50650000,0,2,TTAGGG
group1,50660000,2,1,TTAGGG
group1,50670000,1,1,TTAGGG
group1,50680000,0,1,TTAGGG
group1,50690000,1,3,TTAGGG
group1,50700000,2,2,TTAGGG
group1,50710000,2,1,TTAGGG
group1,50720000,1,0,TTAGGG
group1,50730000,2,0,TTAGGG
group1,50740000,0,1,TTAGGG
group1,50750000,2,1,TTAGGG
group1,50760000,3,1,TTAGGG
group1,50770000,1,0,TTAGGG
group1,50780000,0,0,TTAGGG
group1,50790000,1,2,TTAGGG
group1,50800000,1,2,TTAGGG
group1,50810000,1,3,TTAGGG
group1,50820000,1,3,TTAGGG
group1,50830000,0,2,TTAGGG
group1,50840000,1,0,TTAGGG
group1,50850000,1,3,TTAGGG
group1,50860000,0,0,TTAGGG
group1,50870000,1,2,TTAGGG
group1,50880000,1,0,TTAGGG
group1,50890000,0,2,TTAGGG
group1,50900000,0,2,TTAGGG
group1,50910000,1,2,TTAGGG
group1,50920000,2,2,TTAGGG
group1,50930000,1,1,TTAGGG
group1,50940000,1,1,TTAGGG
group1,50950000,2,2,TTAGGG
group1,50960000,0,0,TTAGGG
group1,50970000,0,0,TTAGGG
group1,50980000,0,1,TTAGGG
group1,50990000,0,0,TTAGGG
group1,51000000,1,1,TTAGGG
group1,51010000,0,0,TTAGGG
group1,51020000,1,1,TTAGGG
group1,51030000,1,1,TTAGGG
group1,51040000,0,1,TTAGGG
group1,51050000,2,1,TTAGGG
group1,51060000,0,0,TTAGGG
group1,51070000,1,1,TTAGGG
group1,51080000,1,0,TTAGGG
group1,51090000,1,1,TTAGGG
group1,51100000,1,1,TTAGGG
group1,51110000,0,0,TTAGGG
group1,51120000,1,0,TTAGGG
group1,51130000,0,0,TTAGGG
group1,51140000,1,0,TTAGGG
group1,51150000,0,0,TTAGGG
group1,51160000,1,3,TTAGGG
group1,51170000,0,1,TTAGGG
group1,51180000,0,2,TTAGGG
group1,51190000,3,0,TTAGGG
group1,51200000,1,1,TTAGGG
group1,51210000,0,0,TTAGGG
group1,51220000,0,0,TTAGGG
group1,51230000,1,1,TTAGGG
group1,51240000,0,1,TTAGGG
group1,51250000,1,0,TTAGGG
group1,51260000,0,0,TTAGGG
group1,51270000,0,0,TTAGGG
group1,51280000,0,0,TTAGGG
group1,51290000,3,0,TTAGGG
group1,51300000,1,2,TTAGGG
group1,51310000,0,0,TTAGGG
group1,51320000,0,0,TTAGGG
group1,51330000,0,0,TTAGGG
group1,51340000,1,5,TTAGGG
group1,51350000,1,2,TTAGGG
group1,51360000,1,2,TTAGGG
group1,51370000,1,1,TTAGGG
group1,51380000,0,0,TTAGGG
group1,51390000,2,2,TTAGGG
group1,51400000,4,0,TTAGGG
group1,51410000,1,0,TTAGGG
group1,51420000,1,0,TTAGGG
group1,51430000,1,0,TTAGGG
group1,51440000,1,1,TTAGGG
group1,51450000,0,0,TTAGGG
group1,51460000,1,1,TTAGGG
group1,51470000,1,3,TTAGGG
group1,51480000,0,2,TTAGGG
group1,51490000,1,2,TTAGGG
group1,51500000,0,2,TTAGGG
group1,51510000,3,1,TTAGGG
group1,51520000,1,1,TTAGGG
group1,51530000,0,0,TTAGGG
group1,51540000,0,0,TTAGGG
group1,51550000,0,1,TTAGGG
group1,51560000,0,0,TTAGGG
group1,51570000,0,0,TTAGGG
group1,51580000,2,3,TTAGGG
group1,51590000,2,1,TTAGGG
group1,51600000,1,3,TTAGGG
group1,51610000,0,0,TTAGGG
group1,51620000,0,0,TTAGGG
group1,51630000,2,2,TTAGGG
group1,51640000,0,0,TTAGGG
group1,51650000,1,0,TTAGGG
group1,51660000,1,0,TTAGGG
group1,51670000,1,3,TTAGGG
group1,51680000,2,0,TTAGGG
group1,51690000,0,0,TTAGGG
group1,51700000,2,2,TTAGGG
group1,51710000,1,1,TTAGGG
group1,51720000,1,1,TTAGGG
group1,51730000,3,4,TTAGGG
group1,51740000,1,1,TTAGGG
group1,51750000,0,4,TTAGGG
group1,51760000,3,0,TTAGGG
group1,51770000,0,2,TTAGGG
group1,51780000,5,5,TTAGGG
group1,51790000,4,3,TTAGGG
group1,51800000,0,0,TTAGGG
group1,51810000,1,1,TTAGGG
group1,51820000,0,0,TTAGGG
group1,51830000,0,2,TTAGGG
group1,51840000,0,2,TTAGGG
group1,51850000,2,1,TTAGGG
group1,51860000,2,2,TTAGGG
group1,51870000,0,1,TTAGGG
group1,51880000,3,2,TTAGGG
group1,51890000,0,4,TTAGGG
group1,51900000,0,1,TTAGGG
group1,51910000,0,0,TTAGGG
group1,51920000,1,1,TTAGGG
group1,51930000,1,1,TTAGGG
group1,51940000,2,1,TTAGGG
group1,51950000,6,2,TTAGGG
group1,51960000,0,2,TTAGGG
group1,51970000,1,2,TTAGGG
group1,51980000,3,1,TTAGGG
group1,51990000,0,1,TTAGGG
group1,52000000,0,3,TTAGGG
group1,52010000,0,0,TTAGGG
group1,52020000,0,0,TTAGGG
group1,52030000,1,1,TTAGGG
group1,52040000,0,2,TTAGGG
group1,52050000,3,2,TTAGGG
group1,52060000,5,2,TTAGGG
group1,52070000,0,0,TTAGGG
group1,52080000,1,1,TTAGGG
group1,52090000,3,0,TTAGGG
group1,52100000,0,1,TTAGGG
group1,52110000,1,0,TTAGGG
group1,52120000,0,0,TTAGGG
group1,52130000,1,1,TTAGGG
group1,52140000,0,0,TTAGGG
group1,52150000,1,0,TTAGGG
group1,52160000,0,0,TTAGGG
group1,52170000,0,0,TTAGGG
group1,52180000,1,2,TTAGGG
group1,52190000,1,0,TTAGGG
group1,52200000,1,1,TTAGGG
group1,52210000,0,0,TTAGGG
group1,52220000,0,0,TTAGGG
group1,52230000,3,3,TTAGGG
group1,52240000,1,2,TTAGGG
group1,52250000,0,4,TTAGGG
group1,52260000,2,0,TTAGGG
group1,52270000,0,0,TTAGGG
group1,52280000,0,0,TTAGGG
group1,52290000,3,1,TTAGGG
group1,52300000,1,2,TTAGGG
group1,52310000,2,5,TTAGGG
group1,52320000,0,7,TTAGGG
group1,52330000,0,4,TTAGGG
group1,52340000,1,3,TTAGGG
group1,52350000,4,9,TTAGGG
group1,52360000,0,0,TTAGGG
group1,52370000,0,0,TTAGGG
group1,52380000,0,0,TTAGGG
group1,52390000,2,0,TTAGGG
group1,52400000,4,0,TTAGGG
group1,52410000,2,2,TTAGGG
group1,52420000,0,0,TTAGGG
group1,52430000,2,4,TTAGGG
group1,52440000,3,1,TTAGGG
group1,52450000,4,1,TTAGGG
group1,52460000,2,1,TTAGGG
group1,52470000,0,0,TTAGGG
group1,52480000,0,0,TTAGGG
group1,52490000,0,2,TTAGGG
group1,52500000,0,2,TTAGGG
group1,52510000,0,1,TTAGGG
group1,52520000,3,1,TTAGGG
group1,52530000,3,4,TTAGGG
group1,52540000,0,0,TTAGGG
group1,52550000,0,2,TTAGGG
group1,52560000,5,5,TTAGGG
group1,52570000,4,2,TTAGGG
group1,52580000,2,4,TTAGGG
group1,52590000,1,2,TTAGGG
group1,52600000,0,0,TTAGGG
group1,52610000,2,2,TTAGGG
group1,52620000,0,0,TTAGGG
group1,52630000,1,1,TTAGGG
group1,52640000,0,0,TTAGGG
group1,52650000,0,3,TTAGGG
group1,52660000,0,4,TTAGGG
group1,52670000,3,2,TTAGGG
group1,52680000,1,5,TTAGGG
group1,52690000,2,1,TTAGGG
group1,52700000,2,2,TTAGGG
group1,52710000,0,2,TTAGGG
group1,52720000,4,3,TTAGGG
group1,52730000,0,2,TTAGGG
group1,52740000,2,2,TTAGGG
group1,52750000,2,6,TTAGGG
group1,52760000,4,4,TTAGGG
group1,52770000,2,5,TTAGGG
group1,52780000,4,5,TTAGGG
group1,52790000,0,0,TTAGGG
group1,52800000,1,2,TTAGGG
group1,52810000,0,0,TTAGGG
group1,52820000,0,1,TTAGGG
group1,52830000,6,0,TTAGGG
group1,52840000,0,0,TTAGGG
group1,52850000,4,0,TTAGGG
group1,52860000,2,0,TTAGGG
group1,52870000,0,0,TTAGGG
group1,52880000,2,3,TTAGGG
group1,52890000,2,2,TTAGGG
group1,52900000,1,3,TTAGGG
group1,52910000,2,2,TTAGGG
group1,52920000,2,0,TTAGGG
group1,52930000,1,1,TTAGGG
group1,52940000,0,0,TTAGGG
group1,52950000,3,0,TTAGGG
group1,52960000,0,0,TTAGGG
group1,52970000,0,1,TTAGGG
group1,52980000,1,1,TTAGGG
group1,52990000,2,2,TTAGGG
group1,53000000,1,0,TTAGGG
group1,53010000,1,1,TTAGGG
group1,53020000,0,0,TTAGGG
group1,53030000,1,2,TTAGGG
group1,53040000,2,1,TTAGGG
group1,53050000,1,2,TTAGGG
group1,53060000,2,1,TTAGGG
group1,53070000,2,3,TTAGGG
group1,53080000,0,1,TTAGGG
group1,53090000,2,3,TTAGGG
group1,53100000,2,0,TTAGGG
group1,53110000,3,1,TTAGGG
group1,53120000,1,2,TTAGGG
group1,53130000,2,0,TTAGGG
group1,53140000,3,1,TTAGGG
group1,53150000,1,2,TTAGGG
group1,53160000,2,0,TTAGGG
group1,53170000,2,1,TTAGGG
group1,53180000,1,2,TTAGGG
group1,53190000,2,1,TTAGGG
group1,53200000,1,2,TTAGGG
group1,53210000,1,0,TTAGGG
group1,53220000,1,3,TTAGGG
group1,53230000,1,1,TTAGGG
group1,53240000,1,1,TTAGGG
group1,53250000,0,2,TTAGGG
group1,53260000,1,1,TTAGGG
group1,53270000,0,0,TTAGGG
group1,53280000,1,1,TTAGGG
group1,53290000,0,2,TTAGGG
group1,53300000,2,3,TTAGGG
group1,53310000,0,1,TTAGGG
group1,53320000,2,1,TTAGGG
group1,53330000,1,2,TTAGGG
group1,53340000,1,2,TTAGGG
group1,53350000,2,3,TTAGGG
group1,53360000,3,2,TTAGGG
group1,53370000,1,1,TTAGGG
group1,53380000,2,4,TTAGGG
group1,53390000,2,0,TTAGGG
group1,53400000,2,2,TTAGGG
group1,53410000,1,1,TTAGGG
group1,53420000,1,1,TTAGGG
group1,53430000,0,2,TTAGGG
group1,53440000,0,1,TTAGGG
group1,53450000,0,0,TTAGGG
group1,53460000,0,0,TTAGGG
group1,53470000,0,1,TTAGGG
group1,53480000,0,4,TTAGGG
group1,53490000,2,1,TTAGGG
group1,53500000,3,0,TTAGGG
group1,53510000,0,4,TTAGGG
group1,53520000,0,1,TTAGGG
group1,53530000,0,0,TTAGGG
group1,53540000,0,0,TTAGGG
group1,53550000,0,0,TTAGGG
group1,53560000,0,1,TTAGGG
group1,53570000,0,0,TTAGGG
group1,53580000,0,0,TTAGGG
group1,53590000,0,0,TTAGGG
group1,53600000,0,0,TTAGGG
group1,53610000,0,1,TTAGGG
group1,53620000,1,2,TTAGGG
group1,53630000,1,3,TTAGGG
group1,53640000,0,0,TTAGGG
group1,53650000,0,2,TTAGGG
group1,53660000,1,2,TTAGGG
group1,53670000,1,3,TTAGGG
group1,53680000,1,2,TTAGGG
group1,53690000,1,3,TTAGGG
group1,53700000,0,3,TTAGGG
group1,53710000,2,1,TTAGGG
group1,53720000,1,3,TTAGGG
group1,53730000,3,2,TTAGGG
group1,53740000,0,1,TTAGGG
group1,53750000,1,1,TTAGGG
group1,53760000,1,1,TTAGGG
group1,53770000,2,1,TTAGGG
group1,53780000,1,1,TTAGGG
group1,53790000,1,1,TTAGGG
group1,53800000,2,1,TTAGGG
group1,53810000,0,0,TTAGGG
group1,53820000,1,2,TTAGGG
group1,53830000,0,2,TTAGGG
group1,53840000,0,2,TTAGGG
group1,53850000,1,1,TTAGGG
group1,53860000,0,3,TTAGGG
group1,53870000,0,2,TTAGGG
group1,53880000,3,1,TTAGGG
group1,53890000,1,1,TTAGGG
group1,53900000,1,1,TTAGGG
group1,53910000,0,3,TTAGGG
group1,53920000,0,2,TTAGGG
group1,53930000,0,0,TTAGGG
group1,53940000,0,1,TTAGGG
group1,53950000,0,1,TTAGGG
group1,53960000,0,0,TTAGGG
group1,53970000,3,4,TTAGGG
group1,53980000,0,0,TTAGGG
group1,53990000,1,1,TTAGGG
group1,54000000,0,1,TTAGGG
group1,54010000,1,2,TTAGGG
group1,54020000,0,6,TTAGGG
group1,54030000,0,0,TTAGGG
group1,54040000,2,1,TTAGGG
group1,54050000,0,0,TTAGGG
group1,54060000,1,2,TTAGGG
group1,54070000,0,0,TTAGGG
group1,54080000,0,0,TTAGGG
group1,54090000,0,1,TTAGGG
group1,54100000,2,1,TTAGGG
group1,54110000,1,0,TTAGGG
group1,54120000,2,0,TTAGGG
group1,54130000,0,0,TTAGGG
group1,54140000,0,0,TTAGGG
group1,54150000,1,1,TTAGGG
group1,54160000,1,1,TTAGGG
group1,54170000,1,1,TTAGGG
group1,54180000,0,0,TTAGGG
group1,54190000,0,0,TTAGGG
group1,54200000,3,0,TTAGGG
group1,54210000,0,0,TTAGGG
group1,54220000,0,0,TTAGGG
group1,54230000,0,0,TTAGGG
group1,54240000,0,0,TTAGGG
group1,54250000,0,0,TTAGGG
group1,54260000,0,0,TTAGGG
group1,54270000,0,0,TTAGGG
group1,54280000,0,1,TTAGGG
group1,54290000,0,0,TTAGGG
group1,54300000,1,0,TTAGGG
group1,54310000,1,2,TTAGGG
group1,54320000,0,1,TTAGGG
group1,54330000,1,4,TTAGGG
group1,54340000,0,0,TTAGGG
group1,54350000,0,0,TTAGGG
group1,54360000,1,2,TTAGGG
group1,54370000,2,0,TTAGGG
group1,54380000,0,1,TTAGGG
group1,54390000,1,0,TTAGGG
group1,54400000,1,1,TTAGGG
group1,54410000,0,0,TTAGGG
group1,54420000,1,1,TTAGGG
group1,54430000,5,0,TTAGGG
group1,54440000,3,1,TTAGGG
group1,54450000,0,0,TTAGGG
group1,54460000,0,0,TTAGGG
group1,54470000,0,0,TTAGGG
group1,54480000,0,0,TTAGGG
group1,54490000,0,0,TTAGGG
group1,54500000,0,0,TTAGGG
group1,54510000,0,0,TTAGGG
group1,54520000,0,0,TTAGGG
group1,54530000,0,0,TTAGGG
group1,54540000,0,0,TTAGGG
group1,54550000,1,1,TTAGGG
group1,54560000,1,1,TTAGGG
group1,54570000,0,0,TTAGGG
group1,54580000,1,1,TTAGGG
group1,54590000,1,0,TTAGGG
group1,54600000,2,3,TTAGGG
group1,54610000,0,0,TTAGGG
group1,54620000,0,0,TTAGGG
group1,54630000,1,1,TTAGGG
group1,54640000,0,1,TTAGGG
group1,54650000,1,0,TTAGGG
group1,54660000,0,1,TTAGGG
group1,54670000,0,0,TTAGGG
group1,54680000,2,1,TTAGGG
group1,54690000,1,1,TTAGGG
group1,54700000,1,1,TTAGGG
group1,54710000,1,2,TTAGGG
group1,54720000,2,1,TTAGGG
group1,54730000,0,0,TTAGGG
group1,54740000,0,0,TTAGGG
group1,54750000,0,0,TTAGGG
group1,54760000,0,1,TTAGGG
group1,54770000,0,0,TTAGGG
group1,54780000,1,0,TTAGGG
group1,54790000,2,3,TTAGGG
group1,54800000,1,0,TTAGGG
group1,54810000,2,1,TTAGGG
group1,54820000,0,0,TTAGGG
group1,54830000,3,8,TTAGGG
group1,54840000,2,1,TTAGGG
group1,54850000,1,1,TTAGGG
group1,54860000,1,7,TTAGGG
group1,54870000,0,1,TTAGGG
group1,54880000,3,1,TTAGGG
group1,54890000,2,0,TTAGGG
group1,54900000,0,0,TTAGGG
group1,54910000,1,1,TTAGGG
group1,54920000,0,0,TTAGGG
group1,54930000,0,0,TTAGGG
group1,54940000,2,1,TTAGGG
group1,54950000,1,1,TTAGGG
group1,54960000,0,0,TTAGGG
group1,54970000,1,1,TTAGGG
group1,54980000,0,0,TTAGGG
group1,54990000,1,1,TTAGGG
group1,55000000,1,0,TTAGGG
group1,55010000,2,0,TTAGGG
group1,55020000,0,0,TTAGGG
group1,55030000,1,2,TTAGGG
group1,55040000,1,0,TTAGGG
group1,55050000,0,0,TTAGGG
group1,55060000,0,0,TTAGGG
group1,55070000,1,1,TTAGGG
group1,55080000,0,0,TTAGGG
group1,55090000,1,0,TTAGGG
group1,55100000,2,2,TTAGGG
group1,55110000,2,1,TTAGGG
group1,55120000,0,0,TTAGGG
group1,55130000,2,2,TTAGGG
group1,55140000,1,3,TTAGGG
group1,55150000,2,3,TTAGGG
group1,55160000,0,0,TTAGGG
group1,55170000,1,1,TTAGGG
group1,55180000,3,4,TTAGGG
group1,55190000,1,0,TTAGGG
group1,55200000,1,1,TTAGGG
group1,55210000,0,0,TTAGGG
group1,55220000,1,3,TTAGGG
group1,55230000,0,0,TTAGGG
group1,55240000,0,0,TTAGGG
group1,55250000,2,2,TTAGGG
group1,55260000,1,1,TTAGGG
group1,55270000,1,1,TTAGGG
group1,55280000,3,4,TTAGGG
group1,55290000,0,0,TTAGGG
group1,55300000,1,1,TTAGGG
group1,55310000,1,1,TTAGGG
group1,55320000,3,4,TTAGGG
group1,55330000,1,1,TTAGGG
group1,55340000,2,1,TTAGGG
group1,55350000,0,0,TTAGGG
group1,55360000,1,1,TTAGGG
group1,55370000,0,0,TTAGGG
group1,55380000,0,2,TTAGGG
group1,55390000,0,0,TTAGGG
group1,55400000,2,1,TTAGGG
group1,55410000,1,1,TTAGGG
group1,55420000,0,0,TTAGGG
group1,55430000,1,1,TTAGGG
group1,55440000,0,2,TTAGGG
group1,55450000,7,5,TTAGGG
group1,55460000,0,0,TTAGGG
group1,55470000,0,0,TTAGGG
group1,55480000,3,4,TTAGGG
group1,55490000,0,0,TTAGGG
group1,55500000,0,1,TTAGGG
group1,55510000,1,3,TTAGGG
group1,55520000,0,0,TTAGGG
group1,55530000,0,1,TTAGGG
group1,55540000,0,0,TTAGGG
group1,55550000,0,1,TTAGGG
group1,55560000,0,0,TTAGGG
group1,55570000,0,0,TTAGGG
group1,55580000,0,1,TTAGGG
group1,55590000,3,4,TTAGGG
group1,55600000,0,0,TTAGGG
group1,55610000,1,2,TTAGGG
group1,55620000,1,3,TTAGGG
group1,55630000,0,0,TTAGGG
group1,55640000,0,0,TTAGGG
group1,55650000,0,1,TTAGGG
group1,55660000,0,3,TTAGGG
group1,55670000,0,0,TTAGGG
group1,55680000,0,1,TTAGGG
group1,55690000,3,0,TTAGGG
group1,55700000,0,0,TTAGGG
group1,55710000,0,1,TTAGGG
group1,55720000,0,1,TTAGGG
group1,55730000,0,0,TTAGGG
group1,55740000,1,2,TTAGGG
group1,55750000,0,0,TTAGGG
group1,55760000,0,1,TTAGGG
group1,55770000,0,2,TTAGGG
group1,55780000,0,1,TTAGGG
group1,55790000,0,1,TTAGGG
group1,55800000,0,0,TTAGGG
group1,55810000,0,0,TTAGGG
group1,55820000,1,0,TTAGGG
group1,55830000,1,2,TTAGGG
group1,55840000,0,2,TTAGGG
group1,55850000,1,1,TTAGGG
group1,55860000,0,1,TTAGGG
group1,55870000,2,1,TTAGGG
group1,55880000,0,0,TTAGGG
group1,55890000,0,3,TTAGGG
group1,55900000,0,0,TTAGGG
group1,55910000,2,1,TTAGGG
group1,55920000,1,1,TTAGGG
group1,55930000,0,0,TTAGGG
group1,55940000,0,0,TTAGGG
group1,55950000,1,3,TTAGGG
group1,55960000,5,5,TTAGGG
group1,55970000,2,0,TTAGGG
group1,55980000,0,0,TTAGGG
group1,55990000,0,0,TTAGGG
group1,56000000,3,4,TTAGGG
group1,56010000,0,0,TTAGGG
group1,56020000,0,1,TTAGGG
group1,56030000,2,2,TTAGGG
group1,56040000,1,4,TTAGGG
group1,56050000,0,2,TTAGGG
group1,56060000,0,0,TTAGGG
group1,56070000,1,2,TTAGGG
group1,56080000,1,1,TTAGGG
group1,56090000,1,2,TTAGGG
group1,56100000,0,0,TTAGGG
group1,56110000,0,0,TTAGGG
group1,56120000,0,0,TTAGGG
group1,56130000,0,0,TTAGGG
group1,56140000,0,0,TTAGGG
group1,56150000,0,0,TTAGGG
group1,56160000,0,0,TTAGGG
group1,56170000,0,1,TTAGGG
group1,56180000,1,1,TTAGGG
group1,56190000,0,1,TTAGGG
group1,56200000,0,0,TTAGGG
group1,56210000,0,1,TTAGGG
group1,56220000,0,0,TTAGGG
group1,56230000,0,1,TTAGGG
group1,56240000,0,3,TTAGGG
group1,56250000,3,1,TTAGGG
group1,56260000,0,0,TTAGGG
group1,56270000,0,0,TTAGGG
group1,56280000,0,0,TTAGGG
group1,56290000,1,0,TTAGGG
group1,56300000,1,0,TTAGGG
group1,56310000,0,1,TTAGGG
group1,56320000,0,0,TTAGGG
group1,56330000,1,0,TTAGGG
group1,56340000,1,0,TTAGGG
group1,56350000,0,0,TTAGGG
group1,56360000,1,1,TTAGGG
group1,56370000,2,0,TTAGGG
group1,56380000,0,0,TTAGGG
group1,56390000,2,3,TTAGGG
group1,56400000,2,0,TTAGGG
group1,56410000,0,0,TTAGGG
group1,56420000,0,0,TTAGGG
group1,56430000,0,0,TTAGGG
group1,56440000,0,0,TTAGGG
group1,56450000,2,3,TTAGGG
group1,56460000,1,1,TTAGGG
group1,56470000,1,1,TTAGGG
group1,56480000,0,1,TTAGGG
group1,56490000,3,1,TTAGGG
group1,56500000,2,0,TTAGGG
