# BUSCO version is: 5.6.1 
# The lineage dataset is: brassicales_odb10 (Creation date: 2024-01-08, number of genomes: 10, number of BUSCOs: 4596)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
1625at3699	Complete	group3	20556738	20551723	-	1577.2	696	https://v10-1.orthodb.org/?query=1625at3699	Pentatricopeptide repeat
1628at3699	Complete	group2	120152164	120147870	-	1385.2	745	https://v10-1.orthodb.org/?query=1628at3699	UTP--glucose-1-phosphate uridylyltransferase 3, chloroplastic
1630at3699	Duplicated	group3	43462365	43545894	+	1273.5	769	https://v10-1.orthodb.org/?query=1630at3699	BRCT domain
1630at3699	Duplicated	group3	43192504	43197758	+	1293.3	767	https://v10-1.orthodb.org/?query=1630at3699	BRCT domain
1633at3699	Duplicated	group2	4398316	4402891	+	1536.2	895	https://v10-1.orthodb.org/?query=1633at3699	Kinesin motor domain
1633at3699	Duplicated	group4	25864418	25859358	-	1488.3	883	https://v10-1.orthodb.org/?query=1633at3699	Kinesin motor domain
1637at3699	Complete	group4	78841711	78901840	+	1239.3	723	https://v10-1.orthodb.org/?query=1637at3699	Peptidase M28
1642at3699	Complete	group5	56584453	56589060	+	1372.0	744	https://v10-1.orthodb.org/?query=1642at3699	MutL, C-terminal, dimerisation
1643at3699	Complete	group5	62538699	62543565	+	1579.7	830	https://v10-1.orthodb.org/?query=1643at3699	WD40 repeat
1646at3699	Complete	group4	87638250	87641201	+	1185.0	904	https://v10-1.orthodb.org/?query=1646at3699	Uncharacterized protein At4g38062
1650at3699	Duplicated	group4	78094225	78120463	+	1388.1	648	https://v10-1.orthodb.org/?query=1650at3699	Oligopeptide transporter, OPT superfamily
1650at3699	Duplicated	group4	78173714	78171009	-	1388.1	648	https://v10-1.orthodb.org/?query=1650at3699	Oligopeptide transporter, OPT superfamily
1652at3699	Duplicated	group3	62640837	62636260	-	1440.1	800	https://v10-1.orthodb.org/?query=1652at3699	Phox homologous domain
1652at3699	Duplicated	group3	62644809	62649386	+	1440.1	800	https://v10-1.orthodb.org/?query=1652at3699	Phox homologous domain
1652at3699	Duplicated	utg006943l	45396	49973	+	1440.1	800	https://v10-1.orthodb.org/?query=1652at3699	Phox homologous domain
1652at3699	Duplicated	utg002617l	29089	24530	-	1445.6	799	https://v10-1.orthodb.org/?query=1652at3699	Phox homologous domain
1653at3699	Complete	group2	14462917	14465522	+	1502.8	726	https://v10-1.orthodb.org/?query=1653at3699	Gamma-tubulin complex component
1656at3699	Duplicated	group3	75494032	75497277	+	1406.1	698	https://v10-1.orthodb.org/?query=1656at3699	Peptidase S9A, N-terminal domain
1656at3699	Duplicated	group3	75508164	75504919	-	1406.1	698	https://v10-1.orthodb.org/?query=1656at3699	Peptidase S9A, N-terminal domain
1657at3699	Complete	group2	18089305	18091779	+	1354.6	722	https://v10-1.orthodb.org/?query=1657at3699	Pentatricopeptide repeat
1658at3699	Duplicated	group5	65995000	65997513	+	1336.5	746	https://v10-1.orthodb.org/?query=1658at3699	Pentatricopeptide repeat
1658at3699	Duplicated	group5	66137129	66139642	+	1334.7	746	https://v10-1.orthodb.org/?query=1658at3699	Pentatricopeptide repeat
1661at3699	Duplicated	group1	273677949	273682124	+	1452.6	900	https://v10-1.orthodb.org/?query=1661at3699	Guanylate-binding protein/Atlastin, C-terminal
1661at3699	Duplicated	group1	273980315	273984499	+	1377.5	900	https://v10-1.orthodb.org/?query=1661at3699	Guanylate-binding protein/Atlastin, C-terminal
1666at3699	Duplicated	group1	246256376	246260638	+	1409.4	671	https://v10-1.orthodb.org/?query=1666at3699	Elongation factor G, mitochondrial
1666at3699	Duplicated	group6	2854594	2893441	+	1396.0	667	https://v10-1.orthodb.org/?query=1666at3699	Elongation factor G, mitochondrial
1669at3699	Complete	group1	247206299	247156626	-	1387.3	690	https://v10-1.orthodb.org/?query=1669at3699	Sec1-like protein
1670at3699	Duplicated	group1	128483153	128478917	-	1371.3	732	https://v10-1.orthodb.org/?query=1670at3699	Fanconi-associated nuclease
1670at3699	Duplicated	group1	130648816	130632867	-	1369.5	732	https://v10-1.orthodb.org/?query=1670at3699	Fanconi-associated nuclease
1670at3699	Duplicated	group1	130594598	130598825	+	1363.7	732	https://v10-1.orthodb.org/?query=1670at3699	Fanconi-associated nuclease
1673at3699	Complete	group2	128968387	128972171	+	1359.4	706	https://v10-1.orthodb.org/?query=1673at3699	Pyridoxal phosphate-dependent transferase
1681at3699	Complete	group3	68814684	68818399	+	1232.5	668	https://v10-1.orthodb.org/?query=1681at3699	Phox homologous domain
1688at3699	Complete	group2	120825088	120827457	+	1523.2	724	https://v10-1.orthodb.org/?query=1688at3699	Exocyst complex component
1695at3699	Complete	group5	56236175	56232097	-	1401.9	714	https://v10-1.orthodb.org/?query=1695at3699	Spermatogenesis-associated protein 20
1696at3699	Complete	group2	14786712	14784023	-	1491.7	783	https://v10-1.orthodb.org/?query=1696at3699	Leucine-rich repeat
1698at3699	Complete	group4	32511107	32486745	-	1347.4	803	https://v10-1.orthodb.org/?query=1698at3699	NB-ARC
1699at3699	Complete	group3	93941554	93944359	+	1421.7	684	https://v10-1.orthodb.org/?query=1699at3699	Elongation factor G, chloroplastic
1703at3699	Duplicated	group4	71429071	71432474	+	1345.2	709	https://v10-1.orthodb.org/?query=1703at3699	Microtubule-associated protein TORTIFOLIA1
1703at3699	Duplicated	group4	71304825	71308165	+	1337.1	708	https://v10-1.orthodb.org/?query=1703at3699	Microtubule-associated protein TORTIFOLIA1
1710at3699	Complete	group3	78615390	78617858	+	1464.7	741	https://v10-1.orthodb.org/?query=1710at3699	Pentatricopeptide repeat
1712at3699	Duplicated	group3	64918388	64922818	+	1448.4	693	https://v10-1.orthodb.org/?query=1712at3699	Glycoside hydrolase family 3 C-terminal domain
1712at3699	Duplicated	group3	65025133	65029385	+	1446.2	693	https://v10-1.orthodb.org/?query=1712at3699	Glycoside hydrolase family 3 C-terminal domain
1714at3699	Complete	group1	208558766	208561193	+	1459.7	703	https://v10-1.orthodb.org/?query=1714at3699	Pentatricopeptide repeat
1722at3699	Complete	group4	31706411	31710381	+	1510.3	695	https://v10-1.orthodb.org/?query=1722at3699	CarD-like/TRCF domain
1724at3699	Complete	group1	271672495	271675976	+	1274.9	633	https://v10-1.orthodb.org/?query=1724at3699	Oxysterol-binding protein
1726at3699	Complete	group2	10340010	10337491	-	1437.5	726	https://v10-1.orthodb.org/?query=1726at3699	Pentatricopeptide repeat
1728at3699	Complete	group4	34426387	34428858	+	1432.5	732	https://v10-1.orthodb.org/?query=1728at3699	Pentatricopeptide repeat
1732at3699	Duplicated	group5	61618978	61621689	+	1241.6	623	https://v10-1.orthodb.org/?query=1732at3699	Zinc ion binding protein
1732at3699	Duplicated	group5	61633422	61630711	-	1241.6	623	https://v10-1.orthodb.org/?query=1732at3699	Zinc ion binding protein
1735at3699	Duplicated	group2	114505639	114501114	-	1272.8	720	https://v10-1.orthodb.org/?query=1735at3699	WD40-repeat-containing domain
1735at3699	Duplicated	group2	114937043	114932520	-	1231.8	720	https://v10-1.orthodb.org/?query=1735at3699	WD40-repeat-containing domain
1741at3699	Duplicated	utg000082l	153817	149809	-	1311.1	634	https://v10-1.orthodb.org/?query=1741at3699	Cleavage and polyadenylation specificity factor 2, C-terminal
1741at3699	Duplicated	utg000326l	7363	11371	+	1311.1	634	https://v10-1.orthodb.org/?query=1741at3699	Cleavage and polyadenylation specificity factor 2, C-terminal
1741at3699	Duplicated	utg002866l	40378	44386	+	1311.1	634	https://v10-1.orthodb.org/?query=1741at3699	Cleavage and polyadenylation specificity factor 2, C-terminal
1745at3699	Duplicated	group5	22998426	23001014	+	1391.5	749	https://v10-1.orthodb.org/?query=1745at3699	Bulb-type lectin domain
1745at3699	Duplicated	group5	22362496	22359908	-	1391.1	749	https://v10-1.orthodb.org/?query=1745at3699	Bulb-type lectin domain
1748at3699	Complete	group2	114984001	114979774	-	1300.4	635	https://v10-1.orthodb.org/?query=1748at3699	Kinesin motor domain
1749at3699	Complete	group4	30134208	30130969	-	1364.1	679	https://v10-1.orthodb.org/?query=1749at3699	Glycosyl transferase, family 1
1752at3699	Duplicated	group1	125051823	125049382	-	1266.6	700	https://v10-1.orthodb.org/?query=1752at3699	Pentatricopeptide repeat
1752at3699	Duplicated	group1	124907003	124904598	-	1265.2	700	https://v10-1.orthodb.org/?query=1752at3699	Pentatricopeptide repeat
1767at3699	Complete	group4	86500203	86502644	+	1540.5	727	https://v10-1.orthodb.org/?query=1767at3699	Calcium-dependent channel, 7TM region, putative phosphate
1777at3699	Duplicated	group1	110034005	110036557	+	1468.7	717	https://v10-1.orthodb.org/?query=1777at3699	Protein kinase domain
1777at3699	Duplicated	group1	110206962	110204410	-	1468.7	717	https://v10-1.orthodb.org/?query=1777at3699	Protein kinase domain
1785at3699	Missing
1786at3699	Complete	utg000187l	142202	144544	+	1298.0	664	https://v10-1.orthodb.org/?query=1786at3699	Peptidase S8 propeptide/proteinase inhibitor I9
1790at3699	Duplicated	group2	4285803	4278925	-	1179.0	822	https://v10-1.orthodb.org/?query=1790at3699	FF domain
1790at3699	Duplicated	group2	4141935	4135046	-	1122.2	777	https://v10-1.orthodb.org/?query=1790at3699	FF domain
1801at3699	Complete	group3	60768432	60766015	-	1192.2	682	https://v10-1.orthodb.org/?query=1801at3699	Pentatricopeptide repeat
1808at3699	Duplicated	group5	28255926	28253644	-	1332.3	693	https://v10-1.orthodb.org/?query=1808at3699	Pentatricopeptide repeat
1808at3699	Duplicated	group5	27980668	27978494	-	1299.3	666	https://v10-1.orthodb.org/?query=1808at3699	Pentatricopeptide repeat
1811at3699	Duplicated	group3	30467066	30469477	+	1474.7	718	https://v10-1.orthodb.org/?query=1811at3699	Exocyst complex component EXOC6/Sec15
1811at3699	Duplicated	group3	29414063	29411652	-	1471.6	718	https://v10-1.orthodb.org/?query=1811at3699	Exocyst complex component EXOC6/Sec15
1811at3699	Duplicated	group2	112122124	112119731	-	1427.7	718	https://v10-1.orthodb.org/?query=1811at3699	Exocyst complex component EXOC6/Sec15
1812at3699	Complete	group1	124752470	124749271	-	1466.0	712	https://v10-1.orthodb.org/?query=1812at3699	Dynamin superfamily
1820at3699	Complete	group5	62893639	62897884	+	1248.4	693	https://v10-1.orthodb.org/?query=1820at3699	BTB/POZ domain
1823at3699	Complete	utg002866l	27398	31537	+	1578.0	800	https://v10-1.orthodb.org/?query=1823at3699	Dual specificity phosphatase, catalytic domain
1824at3699	Complete	group5	55905579	55909188	+	1135.6	687	https://v10-1.orthodb.org/?query=1824at3699	RNA polymerase II-binding domain
1832at3699	Complete	group4	33775814	33772888	-	1337.8	705	https://v10-1.orthodb.org/?query=1832at3699	HAT dimerization domain-containing protein
1837at3699	Complete	group1	207949777	207945727	-	1426.4	673	https://v10-1.orthodb.org/?query=1837at3699	Peptidase S9A, N-terminal domain
1849at3699	Complete	group3	36380458	36377166	-	1315.0	674	https://v10-1.orthodb.org/?query=1849at3699	Peptidase S9A, N-terminal domain
1852at3699	Duplicated	group4	19154376	19160395	+	1134.0	621	https://v10-1.orthodb.org/?query=1852at3699	ARID DNA-binding domain
1852at3699	Duplicated	group4	19216571	19210552	-	1134.0	621	https://v10-1.orthodb.org/?query=1852at3699	ARID DNA-binding domain
1858at3699	Complete	group4	38506437	38500211	-	1359.1	678	https://v10-1.orthodb.org/?query=1858at3699	Vacuolar protein sorting-associated protein 35
1867at3699	Complete	group3	18684951	18680005	-	1509.8	717	https://v10-1.orthodb.org/?query=1867at3699	Potassium transporter
1869at3699	Complete	group5	63922165	63927575	+	1432.9	707	https://v10-1.orthodb.org/?query=1869at3699	DNA mismatch repair protein MutS, core
1871at3699	Complete	group3	36132706	36134937	+	1355.4	695	https://v10-1.orthodb.org/?query=1871at3699	Pentatricopeptide repeat
1872at3699	Duplicated	group1	266972185	266967368	-	1454.8	714	https://v10-1.orthodb.org/?query=1872at3699	Glutaminyl-tRNA synthetase, class Ib, non-specific RNA-binding domain 2
1872at3699	Duplicated	group1	267025237	267030054	+	1454.8	714	https://v10-1.orthodb.org/?query=1872at3699	Glutaminyl-tRNA synthetase, class Ib, non-specific RNA-binding domain 2
1875at3699	Complete	group1	123637650	123640112	+	1261.6	665	https://v10-1.orthodb.org/?query=1875at3699	Phospholipase D
1878at3699	Duplicated	utg003517l	63550	67498	+	1346.6	663	https://v10-1.orthodb.org/?query=1878at3699	Beta-galactosidase
1878at3699	Duplicated	utg000195l	111829	107881	-	1344.0	663	https://v10-1.orthodb.org/?query=1878at3699	Beta-galactosidase
1880at3699	Duplicated	utg001722l	96774	101306	+	1429.3	708	https://v10-1.orthodb.org/?query=1880at3699	MCM domain
1880at3699	Duplicated	utg000679l	102037	106567	+	1427.5	708	https://v10-1.orthodb.org/?query=1880at3699	MCM domain
1883at3699	Complete	group4	34642214	34639704	-	1364.1	738	https://v10-1.orthodb.org/?query=1883at3699	Pentatricopeptide repeat
1890at3699	Duplicated	group4	11445854	11448462	+	1462.3	703	https://v10-1.orthodb.org/?query=1890at3699	Sec23/Sec24, helical domain
1890at3699	Duplicated	group4	11594563	11591955	-	1462.3	703	https://v10-1.orthodb.org/?query=1890at3699	Sec23/Sec24, helical domain
1892at3699	Complete	group4	35432257	35436992	+	1438.6	785	https://v10-1.orthodb.org/?query=1892at3699	Argonaute, linker 1 domain
1897at3699	Complete	group3	41664384	41666672	+	1028.2	481	https://v10-1.orthodb.org/?query=1897at3699	Pentatricopeptide repeat
1899at3699	Complete	group6	7316893	7313206	-	1350.5	748	https://v10-1.orthodb.org/?query=1899at3699	WD40 repeat
1902at3699	Duplicated	group3	45401575	45399236	-	1210.4	655	https://v10-1.orthodb.org/?query=1902at3699	Pentatricopeptide repeat
1902at3699	Duplicated	group3	44692662	44690374	-	1210.2	655	https://v10-1.orthodb.org/?query=1902at3699	Pentatricopeptide repeat
1905at3699	Complete	group6	11319389	11314851	-	1413.3	760	https://v10-1.orthodb.org/?query=1905at3699	Histone-lysine N-methyltransferase
1909at3699	Duplicated	group3	93670634	93666710	-	929.0	772	https://v10-1.orthodb.org/?query=1909at3699	NT-type C2 domain
1909at3699	Duplicated	group3	93555527	93551605	-	926.6	771	https://v10-1.orthodb.org/?query=1909at3699	NT-type C2 domain
1913at3699	Complete	group1	211892996	211895353	+	1338.0	659	https://v10-1.orthodb.org/?query=1913at3699	Zinc finger, SWIM-type
1914at3699	Complete	group5	8133295	8131046	-	1450.5	702	https://v10-1.orthodb.org/?query=1914at3699	Pentatricopeptide repeat
1915at3699	Complete	group3	40487236	40484083	-	1216.7	671	https://v10-1.orthodb.org/?query=1915at3699	von Willebrand factor, type A
1916at3699	Duplicated	group1	252657416	252654831	-	1457.5	723	https://v10-1.orthodb.org/?query=1916at3699	Protein kinase domain
1916at3699	Duplicated	group1	252810191	252807606	-	1456.7	723	https://v10-1.orthodb.org/?query=1916at3699	Protein kinase domain
1927at3699	Duplicated	group6	304775	310754	+	1168.8	657	https://v10-1.orthodb.org/?query=1927at3699	UbiB domain
1927at3699	Duplicated	group6	459760	465717	+	1164.0	657	https://v10-1.orthodb.org/?query=1927at3699	UbiB domain
1928at3699	Duplicated	group2	14332217	14335612	+	1359.0	709	https://v10-1.orthodb.org/?query=1928at3699	Nucleoporin Nup88
1928at3699	Duplicated	group2	14584061	14587457	+	1335.2	709	https://v10-1.orthodb.org/?query=1928at3699	Nucleoporin Nup88
1936at3699	Complete	group1	274168131	274164257	-	1291.1	631	https://v10-1.orthodb.org/?query=1936at3699	Biotin carboxylase, C-terminal
1941at3699	Complete	group3	96196148	96193092	-	1193.8	792	https://v10-1.orthodb.org/?query=1941at3699	Treslin
1943at3699	Duplicated	utg001789l	34481	38748	+	1380.1	653	https://v10-1.orthodb.org/?query=1943at3699	Oligopeptide transporter 4
1943at3699	Duplicated	utg002576l	40791	34923	-	1380.1	653	https://v10-1.orthodb.org/?query=1943at3699	Oligopeptide transporter 4
1943at3699	Duplicated	utg009526l	23971	29785	+	1354.1	639	https://v10-1.orthodb.org/?query=1943at3699	Oligopeptide transporter 4
1948at3699	Complete	group2	118212896	118215181	+	1317.2	655	https://v10-1.orthodb.org/?query=1948at3699	Pentatricopeptide repeat
1953at3699	Missing
1957at3699	Complete	group3	95237289	95239778	+	1220.1	619	https://v10-1.orthodb.org/?query=1957at3699	Zinc finger, SWIM-type
1966at3699	Duplicated	group3	84262394	84260178	-	1376.4	662	https://v10-1.orthodb.org/?query=1966at3699	Pentatricopeptide repeat
1966at3699	Duplicated	group3	84501660	84499543	-	1364.4	658	https://v10-1.orthodb.org/?query=1966at3699	Pentatricopeptide repeat
1982at3699	Complete	group5	27789606	27783895	-	1318.2	741	https://v10-1.orthodb.org/?query=1982at3699	Kinesin motor domain
1984at3699	Duplicated	group2	24889279	24919581	+	1270.0	715	https://v10-1.orthodb.org/?query=1984at3699	ATP-dependent DNA helicase Q-like SIM
1984at3699	Duplicated	group2	24715528	24719963	+	1268.4	715	https://v10-1.orthodb.org/?query=1984at3699	ATP-dependent DNA helicase Q-like SIM
1993at3699	Complete	group4	22598801	22595986	-	1386.4	723	https://v10-1.orthodb.org/?query=1993at3699	Zinc finger, RING-type
1995at3699	Duplicated	group6	631800	634322	+	1224.9	695	https://v10-1.orthodb.org/?query=1995at3699	Pentatricopeptide repeat
1995at3699	Duplicated	group6	682911	680389	-	1224.9	695	https://v10-1.orthodb.org/?query=1995at3699	Pentatricopeptide repeat
1997at3699	Complete	group4	100602911	100683993	+	1277.7	644	https://v10-1.orthodb.org/?query=1997at3699	Gamma-tubulin complex component
1998at3699	Complete	group5	53325092	53330571	+	1248.1	624	https://v10-1.orthodb.org/?query=1998at3699	Glycoside hydrolase, family 13, N-terminal
2001at3699	Complete	group2	128062277	128064610	+	1379.7	686	https://v10-1.orthodb.org/?query=2001at3699	Subtilisin-like protease, fibronectin type-III domain
2006at3699	Complete	group4	32908073	32911855	+	1193.0	776	https://v10-1.orthodb.org/?query=2006at3699	Protein SIEL
2008at3699	Complete	group2	4300387	4296197	-	1431.5	675	https://v10-1.orthodb.org/?query=2008at3699	Dynamin superfamily
2015at3699	Complete	group3	22701416	22704040	+	1284.9	726	https://v10-1.orthodb.org/?query=2015at3699	Pentatricopeptide repeat
2017at3699	Complete	group4	39496244	39500113	+	1429.4	695	https://v10-1.orthodb.org/?query=2017at3699	MCM domain
2019at3699	Duplicated	group5	7108850	7106010	-	1455.8	716	https://v10-1.orthodb.org/?query=2019at3699	Glycoside hydrolase family 3 C-terminal domain
2019at3699	Duplicated	group3	33188037	33112213	-	1417.2	713	https://v10-1.orthodb.org/?query=2019at3699	Glycoside hydrolase family 3 C-terminal domain
2019at3699	Duplicated	group3	33255798	33258522	+	1415.8	713	https://v10-1.orthodb.org/?query=2019at3699	Glycoside hydrolase family 3 C-terminal domain
2027at3699	Complete	group5	54420747	54416643	-	1210.2	677	https://v10-1.orthodb.org/?query=2027at3699	Terpene synthase, N-terminal domain
2029at3699	Complete	group4	33130379	33133428	+	1656.2	768	https://v10-1.orthodb.org/?query=2029at3699	SWIRM domain
2031at3699	Duplicated	utg000456l	256073	258583	+	1491.8	737	https://v10-1.orthodb.org/?query=2031at3699	Protein kinase domain
2031at3699	Duplicated	utg001127l	311785	309278	-	1491.0	737	https://v10-1.orthodb.org/?query=2031at3699	Protein kinase domain
2032at3699	Complete	group5	57161535	57158943	-	1237.0	691	https://v10-1.orthodb.org/?query=2032at3699	Bulb-type lectin domain
2034at3699	Complete	group3	20960271	20879520	-	1289.5	695	https://v10-1.orthodb.org/?query=2034at3699	Pentatricopeptide repeat
2036at3699	Duplicated	utg000278l	19294	15888	-	1223.9	598	https://v10-1.orthodb.org/?query=2036at3699	FG-GAP repeat-containing protein
2036at3699	Duplicated	utg001968l	17669	14263	-	1223.9	598	https://v10-1.orthodb.org/?query=2036at3699	FG-GAP repeat-containing protein
2036at3699	Duplicated	utg012361l	4558	7964	+	1223.9	598	https://v10-1.orthodb.org/?query=2036at3699	FG-GAP repeat-containing protein
2036at3699	Duplicated	utg014229l	24026	20620	-	1223.9	598	https://v10-1.orthodb.org/?query=2036at3699	FG-GAP repeat-containing protein
2040at3699	Complete	group1	123794170	123790867	-	1401.3	664	https://v10-1.orthodb.org/?query=2040at3699	Glutamine-dependent NAD(+) synthetase
2042at3699	Duplicated	group5	77085388	77087676	+	1285.8	684	https://v10-1.orthodb.org/?query=2042at3699	Pentatricopeptide repeat
2042at3699	Duplicated	group5	77048592	77050286	+	1106.1	552	https://v10-1.orthodb.org/?query=2042at3699	Pentatricopeptide repeat
2046at3699	Duplicated	utg001950l	15588	18217	+	1142.4	661	https://v10-1.orthodb.org/?query=2046at3699	RINT-1/Tip20
2046at3699	Duplicated	utg002160l	43773	41144	-	1142.4	661	https://v10-1.orthodb.org/?query=2046at3699	RINT-1/Tip20
2046at3699	Duplicated	utg007153l	20110	22739	+	1142.4	661	https://v10-1.orthodb.org/?query=2046at3699	RINT-1/Tip20
2046at3699	Duplicated	utg011400l	2500	0	-	1089.1	623	https://v10-1.orthodb.org/?query=2046at3699	RINT-1/Tip20
2047at3699	Complete	group4	67991255	67989000	-	1430.5	691	https://v10-1.orthodb.org/?query=2047at3699	Pentatricopeptide repeat
2052at3699	Complete	group6	4940539	4946508	+	1217.0	793	https://v10-1.orthodb.org/?query=2052at3699	Villin-like 1
2066at3699	Complete	group3	96500397	96504183	+	1421.1	652	https://v10-1.orthodb.org/?query=2066at3699	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase, bacterial-type
2071at3699	Complete	group4	32874444	32877930	+	1067.7	623	https://v10-1.orthodb.org/?query=2071at3699	Zinc finger, PHD-type
2080at3699	Duplicated	group5	66214907	66222444	+	1230.0	646	https://v10-1.orthodb.org/?query=2080at3699	Anaphase-promoting complex subunit 4 long domain
2080at3699	Duplicated	group5	66674409	66666894	-	1217.1	646	https://v10-1.orthodb.org/?query=2080at3699	Anaphase-promoting complex subunit 4 long domain
2087at3699	Duplicated	group3	85013855	85009795	-	1266.3	620	https://v10-1.orthodb.org/?query=2087at3699	Protein ENHANCED DISEASE RESISTANCE 2, C-terminal
2087at3699	Duplicated	group3	85167836	85163769	-	1252.8	620	https://v10-1.orthodb.org/?query=2087at3699	Protein ENHANCED DISEASE RESISTANCE 2, C-terminal
2090at3699	Duplicated	group3	29564709	29568818	+	1470.7	687	https://v10-1.orthodb.org/?query=2090at3699	Hyperosmolality-gated Ca2+ permeable channel 1.7
2090at3699	Duplicated	group3	30328749	30324640	-	1469.2	687	https://v10-1.orthodb.org/?query=2090at3699	Hyperosmolality-gated Ca2+ permeable channel 1.7
2098at3699	Duplicated	utg000679l	65686	67986	+	1263.4	659	https://v10-1.orthodb.org/?query=2098at3699	Protein kinase domain
2098at3699	Duplicated	utg001722l	65072	67372	+	1263.4	659	https://v10-1.orthodb.org/?query=2098at3699	Protein kinase domain
2103at3699	Complete	group6	12155683	12152126	-	1272.5	678	https://v10-1.orthodb.org/?query=2103at3699	Sec23/Sec24, helical domain
2104at3699	Complete	group2	134927913	134930401	+	1365.3	679	https://v10-1.orthodb.org/?query=2104at3699	Dipeptidylpeptidase IV, N-terminal domain
2105at3699	Complete	group2	133099396	133094529	-	1484.0	725	https://v10-1.orthodb.org/?query=2105at3699	P-type ATPase
2109at3699	Complete	group3	40440517	40411005	-	1441.5	817	https://v10-1.orthodb.org/?query=2109at3699	CCAAT-binding factor
2118at3699	Duplicated	group3	69205394	69210133	+	1276.6	695	https://v10-1.orthodb.org/?query=2118at3699	E3 UFM1-protein ligase 1
2118at3699	Duplicated	group3	69232802	69228063	-	1276.6	695	https://v10-1.orthodb.org/?query=2118at3699	E3 UFM1-protein ligase 1
2118at3699	Duplicated	utg000429l	9599	14338	+	1276.6	695	https://v10-1.orthodb.org/?query=2118at3699	E3 UFM1-protein ligase 1
2124at3699	Complete	group1	246358653	246362592	+	1353.4	706	https://v10-1.orthodb.org/?query=2124at3699	SNF2-related, N-terminal domain
2125at3699	Complete	group3	19644990	19638675	-	1261.4	709	https://v10-1.orthodb.org/?query=2125at3699	Subtilisin-like protease, fibronectin type-III domain
2132at3699	Duplicated	group6	454752	452443	-	1278.0	671	https://v10-1.orthodb.org/?query=2132at3699	Protein kinase domain
2132at3699	Duplicated	group6	291717	289402	-	1275.5	671	https://v10-1.orthodb.org/?query=2132at3699	Protein kinase domain
2133at3699	Complete	group1	123621031	123616058	-	1433.7	808	https://v10-1.orthodb.org/?query=2133at3699	Zinc finger, RING-type
2143at3699	Complete	group5	7290855	7286539	-	1240.4	657	https://v10-1.orthodb.org/?query=2143at3699	WD40-repeat-containing domain
2149at3699	Duplicated	group3	55095090	55092808	-	1246.3	692	https://v10-1.orthodb.org/?query=2149at3699	Pentatricopeptide repeat
2149at3699	Duplicated	group3	55631398	55633680	+	1246.3	692	https://v10-1.orthodb.org/?query=2149at3699	Pentatricopeptide repeat
2152at3699	Duplicated	group3	71807826	71811863	+	1195.6	631	https://v10-1.orthodb.org/?query=2152at3699	Pentatricopeptide repeat
2152at3699	Duplicated	group3	71907191	71903159	-	1192.5	631	https://v10-1.orthodb.org/?query=2152at3699	Pentatricopeptide repeat
2153at3699	Missing
2159at3699	Duplicated	group2	11344692	11348577	+	1214.9	625	https://v10-1.orthodb.org/?query=2159at3699	Carboxyl-terminal domain (Ctd) phosphatase-like 2
2159at3699	Duplicated	group2	11413272	11409387	-	1214.9	625	https://v10-1.orthodb.org/?query=2159at3699	Carboxyl-terminal domain (Ctd) phosphatase-like 2
2171at3699	Duplicated	group2	13611951	13638189	+	1351.6	907	https://v10-1.orthodb.org/?query=2171at3699	NGN domain
2171at3699	Duplicated	group2	13644294	13638434	-	1287.6	845	https://v10-1.orthodb.org/?query=2171at3699	NGN domain
2173at3699	Complete	group1	207048641	207051907	+	1191.7	643	https://v10-1.orthodb.org/?query=2173at3699	AMP-dependent synthetase/ligase
2176at3699	Duplicated	group4	29276421	29279366	+	1448.7	749	https://v10-1.orthodb.org/?query=2176at3699	Mechanosensitive ion channel protein
2176at3699	Duplicated	group2	634932	632018	-	1385.6	745	https://v10-1.orthodb.org/?query=2176at3699	Mechanosensitive ion channel protein
2176at3699	Duplicated	group2	446488	443580	-	1375.1	745	https://v10-1.orthodb.org/?query=2176at3699	Mechanosensitive ion channel protein
2182at3699	Complete	group1	119230297	119232588	+	1379.7	645	https://v10-1.orthodb.org/?query=2182at3699	Pentatricopeptide repeat
2187at3699	Duplicated	group3	60014152	60017462	+	1073.8	578	https://v10-1.orthodb.org/?query=2187at3699	B3 DNA binding domain
2187at3699	Duplicated	group3	59793200	59789894	-	1071.2	578	https://v10-1.orthodb.org/?query=2187at3699	B3 DNA binding domain
2188at3699	Complete	group3	66121066	66118571	-	1369.5	728	https://v10-1.orthodb.org/?query=2188at3699	Pentatricopeptide repeat
2201at3699	Complete	group2	8234152	8231248	-	1201.2	721	https://v10-1.orthodb.org/?query=2201at3699	HEAT repeat
2203at3699	Complete	group2	8166013	8170103	+	1292.9	631	https://v10-1.orthodb.org/?query=2203at3699	MCM domain
2209at3699	Complete	group4	95325480	95323048	-	1365.8	708	https://v10-1.orthodb.org/?query=2209at3699	Pentatricopeptide repeat
2213at3699	Duplicated	utg000406l	279358	281577	+	1279.3	645	https://v10-1.orthodb.org/?query=2213at3699	Pentatricopeptide repeat
2213at3699	Duplicated	utg001161l	65844	61638	-	1277.2	645	https://v10-1.orthodb.org/?query=2213at3699	Pentatricopeptide repeat
2222at3699	Complete	group2	22448331	22453470	+	1390.9	710	https://v10-1.orthodb.org/?query=2222at3699	Chloride channel protein
2224at3699	Complete	utg002424l	96509	94347	-	1166.9	586	https://v10-1.orthodb.org/?query=2224at3699	Pentatricopeptide repeat
